1|1950-01-01|1950|01|01
2|1950-01-02|1950|01|02
3|1950-01-03|1950|01|03
4|1950-01-04|1950|01|04
5|1950-01-05|1950|01|05
6|1950-01-06|1950|01|06
7|1950-01-07|1950|01|07
8|1950-01-08|1950|01|08
9|1950-01-09|1950|01|09
10|1950-01-10|1950|01|10
11|1950-01-11|1950|01|11
12|1950-01-12|1950|01|12
13|1950-01-13|1950|01|13
14|1950-01-14|1950|01|14
15|1950-01-15|1950|01|15
16|1950-01-16|1950|01|16
17|1950-01-17|1950|01|17
18|1950-01-18|1950|01|18
19|1950-01-19|1950|01|19
20|1950-01-20|1950|01|20
21|1950-01-21|1950|01|21
22|1950-01-22|1950|01|22
23|1950-01-23|1950|01|23
24|1950-01-24|1950|01|24
25|1950-01-25|1950|01|25
26|1950-01-26|1950|01|26
27|1950-01-27|1950|01|27
28|1950-01-28|1950|01|28
29|1950-01-29|1950|01|29
30|1950-01-30|1950|01|30
31|1950-01-31|1950|01|31
32|1950-02-01|1950|02|01
33|1950-02-02|1950|02|02
34|1950-02-03|1950|02|03
35|1950-02-04|1950|02|04
36|1950-02-05|1950|02|05
37|1950-02-06|1950|02|06
38|1950-02-07|1950|02|07
39|1950-02-08|1950|02|08
40|1950-02-09|1950|02|09
41|1950-02-10|1950|02|10
42|1950-02-11|1950|02|11
43|1950-02-12|1950|02|12
44|1950-02-13|1950|02|13
45|1950-02-14|1950|02|14
46|1950-02-15|1950|02|15
47|1950-02-16|1950|02|16
48|1950-02-17|1950|02|17
49|1950-02-18|1950|02|18
50|1950-02-19|1950|02|19
51|1950-02-20|1950|02|20
52|1950-02-21|1950|02|21
53|1950-02-22|1950|02|22
54|1950-02-23|1950|02|23
55|1950-02-24|1950|02|24
56|1950-02-25|1950|02|25
57|1950-02-26|1950|02|26
58|1950-02-27|1950|02|27
59|1950-02-28|1950|02|28
60|1950-03-01|1950|03|01
61|1950-03-02|1950|03|02
62|1950-03-03|1950|03|03
63|1950-03-04|1950|03|04
64|1950-03-05|1950|03|05
65|1950-03-06|1950|03|06
66|1950-03-07|1950|03|07
67|1950-03-08|1950|03|08
68|1950-03-09|1950|03|09
69|1950-03-10|1950|03|10
70|1950-03-11|1950|03|11
71|1950-03-12|1950|03|12
72|1950-03-13|1950|03|13
73|1950-03-14|1950|03|14
74|1950-03-15|1950|03|15
75|1950-03-16|1950|03|16
76|1950-03-17|1950|03|17
77|1950-03-18|1950|03|18
78|1950-03-19|1950|03|19
79|1950-03-20|1950|03|20
80|1950-03-21|1950|03|21
81|1950-03-22|1950|03|22
82|1950-03-23|1950|03|23
83|1950-03-24|1950|03|24
84|1950-03-25|1950|03|25
85|1950-03-26|1950|03|26
86|1950-03-27|1950|03|27
87|1950-03-28|1950|03|28
88|1950-03-29|1950|03|29
89|1950-03-30|1950|03|30
90|1950-03-31|1950|03|31
91|1950-04-01|1950|04|01
92|1950-04-02|1950|04|02
93|1950-04-03|1950|04|03
94|1950-04-04|1950|04|04
95|1950-04-05|1950|04|05
96|1950-04-06|1950|04|06
97|1950-04-07|1950|04|07
98|1950-04-08|1950|04|08
99|1950-04-09|1950|04|09
100|1950-04-10|1950|04|10
101|1950-04-11|1950|04|11
102|1950-04-12|1950|04|12
103|1950-04-13|1950|04|13
104|1950-04-14|1950|04|14
105|1950-04-15|1950|04|15
106|1950-04-16|1950|04|16
107|1950-04-17|1950|04|17
108|1950-04-18|1950|04|18
109|1950-04-19|1950|04|19
110|1950-04-20|1950|04|20
111|1950-04-21|1950|04|21
112|1950-04-22|1950|04|22
113|1950-04-23|1950|04|23
114|1950-04-24|1950|04|24
115|1950-04-25|1950|04|25
116|1950-04-26|1950|04|26
117|1950-04-27|1950|04|27
118|1950-04-28|1950|04|28
119|1950-04-29|1950|04|29
120|1950-04-30|1950|04|30
121|1950-05-01|1950|05|01
122|1950-05-02|1950|05|02
123|1950-05-03|1950|05|03
124|1950-05-04|1950|05|04
125|1950-05-05|1950|05|05
126|1950-05-06|1950|05|06
127|1950-05-07|1950|05|07
128|1950-05-08|1950|05|08
129|1950-05-09|1950|05|09
130|1950-05-10|1950|05|10
131|1950-05-11|1950|05|11
132|1950-05-12|1950|05|12
133|1950-05-13|1950|05|13
134|1950-05-14|1950|05|14
135|1950-05-15|1950|05|15
136|1950-05-16|1950|05|16
137|1950-05-17|1950|05|17
138|1950-05-18|1950|05|18
139|1950-05-19|1950|05|19
140|1950-05-20|1950|05|20
141|1950-05-21|1950|05|21
142|1950-05-22|1950|05|22
143|1950-05-23|1950|05|23
144|1950-05-24|1950|05|24
145|1950-05-25|1950|05|25
146|1950-05-26|1950|05|26
147|1950-05-27|1950|05|27
148|1950-05-28|1950|05|28
149|1950-05-29|1950|05|29
150|1950-05-30|1950|05|30
151|1950-05-31|1950|05|31
152|1950-06-01|1950|06|01
153|1950-06-02|1950|06|02
154|1950-06-03|1950|06|03
155|1950-06-04|1950|06|04
156|1950-06-05|1950|06|05
157|1950-06-06|1950|06|06
158|1950-06-07|1950|06|07
159|1950-06-08|1950|06|08
160|1950-06-09|1950|06|09
161|1950-06-10|1950|06|10
162|1950-06-11|1950|06|11
163|1950-06-12|1950|06|12
164|1950-06-13|1950|06|13
165|1950-06-14|1950|06|14
166|1950-06-15|1950|06|15
167|1950-06-16|1950|06|16
